case_id,task_id,event_label,resource,start_time,completion_time
3,305,W_Call incomplete files,User_109,2020-01-01 21:46:17.234697,2020-01-01 21:48:53.945914
34,306,W_Call incomplete files,User_109,2020-01-01 21:48:53.945914,2020-01-01 21:51:19.965960
32,307,W_Call incomplete files,User_109,2020-01-01 21:51:19.965960,2020-01-01 21:53:48.552789
63,308,W_Complete application,User_109,2020-01-01 21:53:48.552789,2020-01-01 22:02:15.954885
64,309,W_Complete application,User_109,2020-01-01 22:02:15.954885,2020-01-01 22:12:45.333861
65,310,W_Call after offers,User_109,2020-01-01 22:12:45.333861,2020-01-01 22:15:59.886019
93,300,W_Complete application,User_109,2020-01-01 22:15:59.886019,2020-01-01 22:31:53.003338
94,311,W_Complete application,User_109,2020-01-01 22:31:53.003338,2020-01-01 22:40:04.142674
67,313,W_Call after offers,User_109,2020-01-01 22:40:04.142674,2020-01-01 22:41:32.203302
95,312,W_Complete application,User_109,2020-01-01 22:41:32.203302,2020-01-01 22:49:38.178182
97,315,W_Complete application,User_109,2020-01-01 22:49:38.178182,2020-01-01 23:01:29.672957
98,316,W_Complete application,User_109,2020-01-01 23:01:29.672957,2020-01-01 23:10:50.392171
69,318,W_Call after offers,User_109,2020-01-01 23:10:50.392171,2020-01-01 23:11:38.507795
45,319,W_Call after offers,User_109,2020-01-01 23:11:38.507795,2020-01-01 23:12:47.820998
70,320,W_Call after offers,User_109,2020-01-01 23:12:47.820998,2020-01-01 23:13:39.680094
100,321,W_Complete application,User_109,2020-01-01 23:13:39.680094,2020-01-01 23:25:17.644965
88,323,W_Complete application,User_109,2020-01-01 23:25:17.644965,2020-01-01 23:33:19.077996
74,324,W_Validate application,User_109,2020-01-01 23:33:19.077996,2020-01-01 23:37:44.609998
75,325,W_Complete application,User_109,2020-01-01 23:37:44.609998,2020-01-01 23:45:16.684466
76,326,W_Validate application,User_109,2020-01-01 23:45:16.684466,2020-01-01 23:52:31.998139
77,327,W_Validate application,User_109,2020-01-01 23:52:31.998139,2020-01-01 23:55:52.035421
49,328,W_Call after offers,User_109,2020-01-01 23:55:52.035421,2020-01-01 23:57:35.433997
51,329,W_Validate application,User_109,2020-01-01 23:57:35.433997,2020-01-02 00:00:57.866212
0,330,W_Validate application,User_109,2020-01-02 00:00:57.866212,2020-01-02 00:03:55.357807
2,331,W_Call incomplete files,User_109,2020-01-02 00:03:55.357807,2020-01-02 00:06:36.681012
89,332,W_Complete application,User_109,2020-01-02 00:06:36.681012,2020-01-02 00:15:11.192084
17,333,W_Call incomplete files,User_109,2020-01-02 00:15:11.192084,2020-01-02 00:16:58.495522
19,334,W_Call after offers,User_109,2020-01-02 00:16:58.495522,2020-01-02 00:18:08.679326
101,322,W_Complete application,User_109,2020-01-02 00:18:08.679326,2020-01-02 00:23:38.898265
7,336,W_Validate application,User_109,2020-01-02 00:23:38.898265,2020-01-02 00:42:31.470862
21,337,W_Complete application,User_109,2020-01-02 00:42:31.470862,2020-01-02 00:51:04.154125
33,338,W_Validate application,User_109,2020-01-02 00:51:04.154125,2020-01-02 00:55:58.932992
1,339,W_Call incomplete files,User_109,2020-01-02 00:55:58.932992,2020-01-02 00:56:23.823186
20,340,W_Validate application,User_109,2020-01-02 00:56:23.823186,2020-01-02 00:59:40.499287
57,341,W_Call incomplete files,User_109,2020-01-02 00:59:40.499287,2020-01-02 01:01:58.790439
10,342,W_Call incomplete files,User_109,2020-01-02 01:01:58.790439,2020-01-02 01:03:47.315769
60,343,W_Call after offers,User_109,2020-01-02 01:03:47.315769,2020-01-02 01:04:39.026830
11,344,W_Call after offers,User_109,2020-01-02 01:04:39.026830,2020-01-02 01:05:21.654015
43,345,W_Call after offers,User_109,2020-01-02 01:05:21.654015,2020-01-02 01:06:45.969420
44,346,W_Complete application,User_109,2020-01-02 01:06:45.969420,2020-01-02 01:14:57.259826
102,335,W_Complete application,User_109,2020-01-02 01:14:57.259826,2020-01-02 01:24:59.889538
103,347,W_Complete application,User_109,2020-01-02 01:24:59.889538,2020-01-02 01:26:21.893249
104,348,W_Complete application,User_109,2020-01-02 01:26:21.893249,2020-01-02 01:36:02.577784
105,349,W_Complete application,User_109,2020-01-02 01:36:02.577784,2020-01-02 01:46:52.234545
106,350,W_Complete application,User_109,2020-01-02 01:46:52.234545,2020-01-02 01:57:03.468991
18,352,W_Call incomplete files,User_109,2020-01-02 01:57:03.468991,2020-01-02 01:58:53.278688
46,353,W_Validate application,User_109,2020-01-02 01:58:53.278688,2020-01-02 02:02:50.111977
48,354,W_Validate application,User_109,2020-01-02 02:02:50.111977,2020-01-02 02:11:28.772221
28,355,W_Validate application,User_109,2020-01-02 02:11:28.772221,2020-01-02 02:14:41.308006
78,356,W_Validate application,User_109,2020-01-02 02:14:41.308006,2020-01-02 02:22:53.704778
90,357,W_Call after offers,User_109,2020-01-02 02:22:53.704778,2020-01-02 02:25:10.176767
107,351,W_Complete application,User_109,2020-01-02 02:25:10.176767,2020-01-02 02:32:49.781813
108,358,W_Complete application,User_109,2020-01-02 02:32:49.781813,2020-01-02 02:43:14.162327
79,360,W_Call after offers,User_109,2020-01-02 02:43:14.162327,2020-01-02 02:50:42.557351
109,359,W_Complete application,User_109,2020-01-02 02:50:42.557351,2020-01-02 02:58:17.349542
110,361,W_Complete application,User_109,2020-01-02 02:58:17.349542,2020-01-02 03:02:29.716966
111,362,W_Complete application,User_109,2020-01-02 03:02:29.716966,2020-01-02 03:12:14.642862
112,363,W_Complete application,User_109,2020-01-02 03:12:14.642862,2020-01-02 03:20:43.129999
113,364,W_Complete application,User_109,2020-01-02 03:20:43.129999,2020-01-02 03:36:24.094492
52,367,W_Call after offers,User_109,2020-01-02 03:36:24.094492,2020-01-02 03:39:01.079459
37,368,W_Call after offers,User_109,2020-01-02 03:39:01.079459,2020-01-02 03:40:30.919012
91,369,W_Complete application,User_109,2020-01-02 03:40:30.919012,2020-01-02 03:49:34.923458
6,370,W_Call incomplete files,User_109,2020-01-02 03:49:34.923458,2020-01-02 03:50:45.410211
9,371,W_Call incomplete files,User_109,2020-01-02 03:50:45.410211,2020-01-02 03:52:15.584880
23,372,W_Call after offers,User_109,2020-01-02 03:52:15.584880,2020-01-02 03:53:02.179003
31,373,W_Validate application,User_109,2020-01-02 03:53:02.179003,2020-01-02 04:03:13.594776
81,374,W_Call after offers,User_109,2020-01-02 04:03:13.594776,2020-01-02 04:05:10.688983
82,375,W_Validate application,User_109,2020-01-02 04:05:10.688983,2020-01-02 04:12:25.933095
83,376,W_Validate application,User_109,2020-01-02 04:12:25.933095,2020-01-02 04:15:00.630458
84,377,W_Call after offers,User_109,2020-01-02 04:15:00.630458,2020-01-02 04:15:55.671977
59,378,W_Call after offers,User_109,2020-01-02 04:15:55.671977,2020-01-02 04:17:58.950981
92,379,W_Call after offers,User_109,2020-01-02 04:17:58.950981,2020-01-02 04:20:53.973454
85,380,W_Validate application,User_109,2020-01-02 04:20:53.973454,2020-01-02 04:27:57.592051
86,381,W_Call after offers,User_109,2020-01-02 04:27:57.592051,2020-01-02 04:28:52.368285
87,382,W_Call after offers,User_109,2020-01-02 04:28:52.368285,2020-01-02 04:33:30.255200
3,383,W_Validate application,User_109,2020-01-02 04:33:30.255200,2020-01-02 04:37:14.937243
34,384,W_Call incomplete files,User_109,2020-01-02 04:37:14.937243,2020-01-02 04:40:17.648396
32,385,W_Call incomplete files,User_109,2020-01-02 04:40:17.648396,2020-01-02 04:42:49.491837
115,366,W_Complete application,User_109,2020-01-02 04:42:49.491837,2020-01-02 04:51:13.471258
116,386,W_Complete application,User_109,2020-01-02 04:51:13.471258,2020-01-02 04:58:53.848816
63,388,W_Complete application,User_109,2020-01-02 04:58:53.848816,2020-01-02 05:08:36.954183
117,387,W_Complete application,User_109,2020-01-02 05:08:36.954183,2020-01-02 05:17:46.906127
118,389,W_Complete application,User_109,2020-01-02 05:17:46.906127,2020-01-02 05:28:06.595806
64,391,W_Complete application,User_109,2020-01-02 05:28:06.595806,2020-01-02 05:36:31.724819
65,392,W_Validate application,User_109,2020-01-02 05:36:31.724819,2020-01-02 05:42:51.581745
93,393,W_Call after offers,User_109,2020-01-02 05:42:51.581745,2020-01-02 05:44:47.729967
94,394,W_Call after offers,User_109,2020-01-02 05:44:47.729967,2020-01-02 05:47:46.033498
67,395,W_Call after offers,User_109,2020-01-02 05:47:46.033498,2020-01-02 05:48:19.232432
95,396,W_Call after offers,User_109,2020-01-02 05:48:19.232432,2020-01-02 05:55:47.568127
97,397,W_Call after offers,User_109,2020-01-02 05:55:47.568127,2020-01-02 05:59:06.468867
98,398,W_Call after offers,User_109,2020-01-02 05:59:06.468867,2020-01-02 06:06:45.876828
69,399,W_Call after offers,User_109,2020-01-02 06:06:45.876828,2020-01-02 06:07:39.634230
45,400,W_Validate application,User_109,2020-01-02 06:07:39.634230,2020-01-02 06:10:47.108230
119,390,W_Complete application,User_109,2020-01-02 06:10:47.108230,2020-01-02 06:20:32.174372
120,401,W_Complete application,User_109,2020-01-02 06:20:32.174372,2020-01-02 06:30:46.662987
121,402,W_Complete application,User_109,2020-01-02 06:30:46.662987,2020-01-02 06:33:30.251763
122,403,W_Complete application,User_109,2020-01-02 06:33:30.251763,2020-01-02 06:40:16.008462
123,404,W_Complete application,User_109,2020-01-02 06:40:16.008462,2020-01-02 06:50:43.876084
124,405,W_Complete application,User_109,2020-01-02 06:50:43.876084,2020-01-02 07:02:30.196200
125,406,W_Complete application,User_109,2020-01-02 07:02:30.196200,2020-01-02 07:12:42.193732
100,408,W_Call after offers,User_109,2020-01-02 07:12:42.193732,2020-01-02 07:16:02.563408
88,409,W_Call after offers,User_109,2020-01-02 07:16:02.563408,2020-01-02 07:17:28.093403
74,410,W_Call incomplete files,User_109,2020-01-02 07:17:28.093403,2020-01-02 07:18:16.930853
75,411,W_Call after offers,User_109,2020-01-02 07:18:16.930853,2020-01-02 07:19:12.347850
76,412,W_Validate application,User_109,2020-01-02 07:19:12.347850,2020-01-02 07:24:26.436262
77,413,W_Call incomplete files,User_109,2020-01-02 07:24:26.436262,2020-01-02 07:26:18.070331
49,414,W_Call after offers,User_109,2020-01-02 07:26:18.070331,2020-01-02 07:27:16.449352
51,415,W_Validate application,User_109,2020-01-02 07:27:16.449352,2020-01-02 07:30:45.237904
126,407,W_Call after offers,User_109,2020-01-02 07:30:45.237904,2020-01-02 07:33:10.683139
0,417,W_Call incomplete files,User_109,2020-01-02 07:33:10.683139,2020-01-02 07:34:25.425274
2,418,W_Call incomplete files,User_109,2020-01-02 07:34:25.425274,2020-01-02 07:37:14.842099
127,416,W_Complete application,User_109,2020-01-02 07:37:14.842099,2020-01-02 07:44:52.573176
89,420,W_Complete application,User_109,2020-01-02 07:44:52.573176,2020-01-02 07:54:04.493769
17,421,W_Call incomplete files,User_109,2020-01-02 07:54:04.493769,2020-01-02 07:56:51.758656
19,422,W_Call after offers,User_109,2020-01-02 07:56:51.758656,2020-01-02 07:57:44.789606
101,423,W_Complete application,User_109,2020-01-02 07:57:44.789606,2020-01-02 08:04:01.725805
128,419,W_Complete application,User_109,2020-01-02 08:04:01.725805,2020-01-02 08:18:36.480610
129,424,W_Complete application,User_109,2020-01-02 08:18:36.480610,2020-01-02 08:27:49.223054
130,425,W_Complete application,User_109,2020-01-02 08:27:49.223054,2020-01-02 08:38:12.838503
131,426,W_Complete application,User_109,2020-01-02 08:38:12.838503,2020-01-02 08:47:51.264831
133,428,W_Complete application,User_109,2020-01-02 08:47:51.264831,2020-01-02 08:53:35.082257
134,429,W_Complete application,User_109,2020-01-02 08:53:35.082257,2020-01-02 09:01:29.441183
7,431,W_Validate application,User_109,2020-01-02 09:01:29.441183,2020-01-02 09:14:25.360269
21,432,W_Call after offers,User_109,2020-01-02 09:14:25.360269,2020-01-02 09:17:26.776319
33,433,W_Validate application,User_109,2020-01-02 09:17:26.776319,2020-01-02 09:30:08.404746
1,434,W_Call incomplete files,User_109,2020-01-02 09:30:08.404746,2020-01-02 09:31:03.448554
20,435,W_Validate application,User_109,2020-01-02 09:31:03.448554,2020-01-02 09:42:29.333022
57,436,W_Call incomplete files,User_109,2020-01-02 09:42:29.333022,2020-01-02 09:44:15.872659
10,437,W_Call incomplete files,User_109,2020-01-02 09:44:15.872659,2020-01-02 09:46:49.033205
60,438,W_Call after offers,User_109,2020-01-02 09:46:49.033205,2020-01-02 09:47:39.303782
11,439,W_Validate application,User_109,2020-01-02 09:47:39.303782,2020-01-02 09:51:42.961094
43,440,W_Call after offers,User_109,2020-01-02 09:51:42.961094,2020-01-02 09:52:42.413758
44,441,W_Call after offers,User_109,2020-01-02 09:52:42.413758,2020-01-02 09:54:13.517762
102,442,W_Complete application,User_109,2020-01-02 09:54:13.517762,2020-01-02 10:04:49.846600
103,443,W_Call after offers,User_109,2020-01-02 10:04:49.846600,2020-01-02 10:06:06.718697
135,430,W_Complete application,User_109,2020-01-02 10:06:06.718697,2020-01-02 10:15:22.561432
138,446,W_Complete application,User_109,2020-01-02 10:15:22.561432,2020-01-02 10:23:32.131270
139,447,W_Complete application,User_109,2020-01-02 10:23:32.131270,2020-01-02 10:30:36.595518
141,449,W_Complete application,User_109,2020-01-02 10:30:36.595518,2020-01-02 10:38:09.324134
142,450,W_Complete application,User_109,2020-01-02 10:38:09.324134,2020-01-02 10:49:33.997405
104,453,W_Complete application,User_109,2020-01-02 10:49:33.997405,2020-01-02 10:57:43.066187
144,452,W_Complete application,User_109,2020-01-02 10:57:43.066187,2020-01-02 11:07:10.625298
105,455,W_Call after offers,User_109,2020-01-02 11:07:10.625298,2020-01-02 11:15:04.284310
106,456,W_Complete application,User_109,2020-01-02 11:15:04.284310,2020-01-02 11:24:40.953264
18,457,W_Validate application,User_109,2020-01-02 11:24:40.953264,2020-01-02 11:29:48.375158
46,458,W_Call incomplete files,User_109,2020-01-02 11:29:48.375158,2020-01-02 11:30:33.056495
48,459,W_Validate application,User_109,2020-01-02 11:30:33.056495,2020-01-02 11:45:53.138867
28,460,W_Call incomplete files,User_109,2020-01-02 11:45:53.138867,2020-01-02 11:48:12.399593
78,461,W_Validate application,User_109,2020-01-02 11:48:12.399593,2020-01-02 12:04:05.464817
90,462,W_Call after offers,User_109,2020-01-02 12:04:05.464817,2020-01-02 12:05:26.885585
107,463,W_Call after offers,User_109,2020-01-02 12:05:26.885585,2020-01-02 12:09:08.226800
108,464,W_Complete application,User_109,2020-01-02 12:09:08.226800,2020-01-02 12:18:50.479736
79,465,W_Validate application,User_109,2020-01-02 12:18:50.479736,2020-01-02 12:23:26.427591
109,466,W_Complete application,User_109,2020-01-02 12:23:26.427591,2020-01-02 12:32:18.293283
110,467,W_Call after offers,User_109,2020-01-02 12:32:18.293283,2020-01-02 12:35:28.607733
111,468,W_Call after offers,User_109,2020-01-02 12:35:28.607733,2020-01-02 12:38:46.906982
112,469,W_Call after offers,User_109,2020-01-02 12:38:46.906982,2020-01-02 12:46:27.663261
145,454,W_Complete application,User_109,2020-01-02 12:46:27.663261,2020-01-02 12:56:21.805961
113,471,W_Call after offers,User_109,2020-01-02 12:56:21.805961,2020-01-02 12:59:27.062577
52,472,W_Validate application,User_109,2020-01-02 12:59:27.062577,2020-01-02 13:05:00.295241
37,473,W_Call after offers,User_109,2020-01-02 13:05:00.295241,2020-01-02 13:05:43.742686
91,474,W_Call after offers,User_109,2020-01-02 13:05:43.742686,2020-01-02 13:06:35.840158
6,475,W_Validate application,User_109,2020-01-02 13:06:35.840158,2020-01-02 13:11:54.838450
146,470,W_Complete application,User_109,2020-01-02 13:11:54.838450,2020-01-02 13:20:59.887670
9,477,W_Validate application,User_109,2020-01-02 13:20:59.887670,2020-01-02 13:24:52.022661
82,478,W_Validate application,User_109,2020-01-02 13:24:52.022661,2020-01-02 13:41:11.834033
83,479,W_Call incomplete files,User_109,2020-01-02 13:41:11.834033,2020-01-02 13:52:24.640110
84,480,W_Validate application,User_109,2020-01-02 13:52:24.640110,2020-01-02 13:55:46.697384
59,481,W_Call after offers,User_109,2020-01-02 13:55:46.697384,2020-01-02 13:57:06.081533
92,482,W_Validate application,User_109,2020-01-02 13:57:06.081533,2020-01-02 14:02:52.921609
85,483,W_Validate application,User_109,2020-01-02 14:02:52.921609,2020-01-02 14:18:06.780033
86,484,W_Call after offers,User_109,2020-01-02 14:18:06.780033,2020-01-02 14:18:53.103620
3,485,W_Validate application,User_109,2020-01-02 14:18:53.103620,2020-01-02 14:24:49.856467
34,486,W_Call incomplete files,User_109,2020-01-02 14:24:49.856467,2020-01-02 14:28:05.547154
32,487,W_Validate application,User_109,2020-01-02 14:28:05.547154,2020-01-02 14:30:49.763533
115,488,W_Call after offers,User_109,2020-01-02 14:30:49.763533,2020-01-02 14:32:09.588530
116,489,W_Complete application,User_109,2020-01-02 14:32:09.588530,2020-01-02 14:39:46.956040
147,476,W_Complete application,User_109,2020-01-02 14:39:46.956040,2020-01-02 14:51:10.917544
148,490,W_Complete application,User_109,2020-01-02 14:51:10.917544,2020-01-02 14:58:50.212050
150,492,W_Complete application,User_109,2020-01-02 14:58:50.212050,2020-01-02 15:08:20.911339
117,494,W_Call after offers,User_109,2020-01-02 15:08:20.911339,2020-01-02 15:09:45.127610
118,495,W_Call after offers,User_109,2020-01-02 15:09:45.127610,2020-01-02 15:13:23.256993
64,496,W_Call after offers,User_109,2020-01-02 15:13:23.256993,2020-01-02 15:16:39.389168
65,497,W_Validate application,User_109,2020-01-02 15:16:39.389168,2020-01-02 15:30:26.515022
94,498,W_Call after offers,User_109,2020-01-02 15:30:26.515022,2020-01-02 15:33:12.871612
67,499,W_Call after offers,User_109,2020-01-02 15:33:12.871612,2020-01-02 15:34:02.259465
95,500,W_Validate application,User_109,2020-01-02 15:34:02.259465,2020-01-02 15:39:54.306132
97,501,W_Call after offers,User_109,2020-01-02 15:39:54.306132,2020-01-02 15:42:18.269682
151,493,W_Complete application,User_109,2020-01-02 15:42:18.269682,2020-01-02 15:50:08.538091
152,502,W_Complete application,User_109,2020-01-02 15:50:08.538091,2020-01-02 15:59:58.739110
153,503,W_Complete application,User_109,2020-01-02 15:59:58.739110,2020-01-02 16:08:43.896673
155,505,W_Complete application,User_109,2020-01-02 16:08:43.896673,2020-01-02 16:18:26.263080
156,506,W_Complete application,User_109,2020-01-02 16:18:26.263080,2020-01-02 16:25:04.365426
157,507,W_Call after offers,User_109,2020-01-02 16:25:04.365426,2020-01-02 16:30:48.079890
158,508,W_Complete application,User_109,2020-01-02 16:30:48.079890,2020-01-02 16:36:33.124230
159,509,W_Complete application,User_109,2020-01-02 16:36:33.124230,2020-01-02 16:47:00.644966
